SubjectID	c_hap_f1.RT	c_hap_f2.RT	c_hap_f3.RT	c_hap_f4.RT	c_hap_f5.RT	c_hap_m1.RT	c_hap_m2.RT	c_hap_m3.RT	c_hap_m4.RT	c_hap_m5.RT	c_sad_f1.RT	c_sad_f2.RT	c_sad_f3.RT	c_sad_f4.RT	c_sad_f5.RT	c_sad_m1.RT	c_sad_m2.RT	c_sad_m3.RT	c_sad_m4.RT	c_sad_m5.RT	i_hap_f1.RT	i_hap_f2.RT	i_hap_f3.RT	i_hap_f4.RT	i_hap_f5.RT	i_hap_m1.RT	i_hap_m2.RT	i_hap_m3.RT	i_hap_m4.RT	i_hap_m5.RT	i_sad_f1.RT	i_sad_f2.RT	i_sad_f3.RT	i_sad_f4.RT	i_sad_f5.RT	i_sad_m1.RT	i_sad_m2.RT	i_sad_m3.RT	i_sad_m4.RT	i_sad_m5.RT	c_hap_f1.ACC	c_hap_f2.ACC	c_hap_f3.ACC	c_hap_f4.ACC	c_hap_f5.ACC	c_hap_m1.ACC	c_hap_m2.ACC	c_hap_m3.ACC	c_hap_m4.ACC	c_hap_m5.ACC	c_sad_f1.ACC	c_sad_f2.ACC	c_sad_f3.ACC	c_sad_f4.ACC	c_sad_f5.ACC	c_sad_m1.ACC	c_sad_m2.ACC	c_sad_m3.ACC	c_sad_m4.ACC	c_sad_m5.ACC	i_hap_f1.ACC	i_hap_f2.ACC	i_hap_f3.ACC	i_hap_f4.ACC	i_hap_f5.ACC	i_hap_m1.ACC	i_hap_m2.ACC	i_hap_m3.ACC	i_hap_m4.ACC	i_hap_m5.ACC	i_sad_f1.ACC	i_sad_f2.ACC	i_sad_f3.ACC	i_sad_f4.ACC	i_sad_f5.ACC	i_sad_m1.ACC	i_sad_m2.ACC	i_sad_m3.ACC	i_sad_m4.ACC	i_sad_m5.ACC	c_hap_f1.nTrial	c_hap_f2.nTrial	c_hap_f3.nTrial	c_hap_f4.nTrial	c_hap_f5.nTrial	c_hap_m1.nTrial	c_hap_m2.nTrial	c_hap_m3.nTrial	c_hap_m4.nTrial	c_hap_m5.nTrial	c_sad_f1.nTrial	c_sad_f2.nTrial	c_sad_f3.nTrial	c_sad_f4.nTrial	c_sad_f5.nTrial	c_sad_m1.nTrial	c_sad_m2.nTrial	c_sad_m3.nTrial	c_sad_m4.nTrial	c_sad_m5.nTrial	i_hap_f1.nTrial	i_hap_f2.nTrial	i_hap_f3.nTrial	i_hap_f4.nTrial	i_hap_f5.nTrial	i_hap_m1.nTrial	i_hap_m2.nTrial	i_hap_m3.nTrial	i_hap_m4.nTrial	i_hap_m5.nTrial	i_sad_f1.nTrial	i_sad_f2.nTrial	i_sad_f3.nTrial	i_sad_f4.nTrial	i_sad_f5.nTrial	i_sad_m1.nTrial	i_sad_m2.nTrial	i_sad_m3.nTrial	i_sad_m4.nTrial	i_sad_m5.nTrial	
12274	484	470.67	403	414.33	402	477	482.67	463.67	484.33	537	506	477.33	403.67	419	513.33	500	413.67	494.33	499.33	436.67	524	483	435.75	497	476.5	524.67	528.5	430.67	433	522	565	513.67	432.67	510	523	496.67	450	427	453.5	484	1	1	0.66667	1	0.66667	0.33333	1	1	1	0.66667	0.66667	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	0.66667	0.66667	1	0.66667	1	0.33333	0.66667	0.66667	1	1	1	1	1	1	1	0.66667	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12276	575.5	591.5	499	669.33	557.67	558	639	589	564.67	646	535.67	608.5	678.67	NaN	623.67	549	515	575.33	508.67	542	613.5	727.33	687.75	676	NaN	654	NaN	617.67	700	766	475	595	521	586	589.33	745.5	585	545	530	474	0.66667	0.66667	0.33333	1	1	0.66667	0.66667	0.66667	1	0.33333	1	0.66667	1	0	1	0.33333	0.66667	1	1	1	0.66667	1	1	0.66667	0	0.66667	0	1	0.33333	0.33333	0.33333	0.33333	0.33333	0.33333	1	0.66667	0.66667	0.66667	0.33333	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12277	483.5	529.5	597.5	495	510.67	660.33	553.67	463.67	504.33	502	583.33	612.67	539	559.33	580.67	484.5	531	547	642	562.67	586.67	580.33	514.25	629	469	726	486.33	508.5	520.5	503.67	601.67	521.67	579.33	555.33	630	665	531.33	612	500.67	497	0.66667	0.66667	0.66667	1	1	1	1	1	1	0.33333	1	1	1	1	1	0.66667	1	1	1	1	1	1	1	1	0.33333	0.66667	1	0.66667	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12282	538.5	458.67	460.5	411.67	442	439.5	486	454	465.33	406	509.33	484	457	522	564.33	534	530.33	474.67	516.33	476.33	626	545	430	466.33	426	410.33	521.33	376.33	363.33	418.67	578	500.67	585.33	620	528	514.67	466.33	514	536.67	507	0.66667	1	0.66667	1	1	0.66667	1	1	1	0.66667	1	1	1	0.66667	1	0.66667	1	1	1	1	0.66667	1	1	1	0.66667	1	1	1	1	1	0.33333	1	1	0.33333	1	1	1	1	1	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12283	507.33	488.33	398.5	514.5	539.33	461.33	521.67	434.33	571.33	481.5	551	546	422	643	496.67	574.33	597	589.67	443.67	450.67	496	443	589.75	564.67	563	559.5	698	533	498.33	494	550	530.67	466	479	555	438	555.67	512.67	601.33	449.67	1	1	0.66667	0.66667	1	1	1	1	1	0.66667	0.66667	1	1	1	1	1	1	1	1	1	1	0.66667	1	1	0.66667	0.66667	0.33333	1	1	1	1	1	1	0.33333	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12287	613.5	613.33	675	550.67	544.33	505.5	608	623.67	537.33	680.5	459.67	582.67	513.67	543.33	576	562	549	478	468.33	511.33	616	623.67	624	600.67	537	643.33	748	693.67	677.33	582	666.5	650	617.67	659	NaN	662	644.33	539.33	579.5	587.67	0.66667	1	0.33333	1	1	0.66667	0.66667	1	1	0.66667	1	1	1	1	1	0.33333	0.66667	0.33333	1	1	0.66667	1	0.25	1	0.66667	1	0.33333	1	1	0.66667	0.66667	1	1	0.33333	0	1	1	1	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12288	499.67	440.67	531.5	576.67	466	584.67	579.33	496.33	484.33	630	660	493	410.33	575.5	610	664.5	630	556.67	535.67	547	621.33	474	546	542.33	494	611.67	634.5	470.67	602	641	677	640.67	675	808	615	650.67	620.67	649.5	584	497	1	1	0.66667	1	1	1	1	1	1	0.33333	0.33333	1	1	0.66667	1	0.66667	1	1	1	1	1	1	1	1	0.33333	1	0.66667	1	1	0.33333	0.33333	1	0.33333	0.33333	1	1	1	0.66667	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12291	466.5	472.33	420	491.33	515.67	545	568.33	496.67	569.33	503	555.33	460.67	489.67	534.67	594	475	530.67	512.5	471.67	532.33	558.33	546	546.5	519	641.5	573	488	587.33	592.33	559	536	514.67	477.67	598.5	615.33	556.67	484	513.33	557	509.67	0.66667	1	0.33333	1	1	1	1	1	1	0.66667	1	1	1	1	1	0.33333	1	0.66667	1	1	1	1	0.5	1	0.66667	0.66667	0.33333	1	1	1	0.33333	1	1	0.66667	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12300	507	468.67	599.5	474.67	495	509	474	506.33	465.67	511	611.67	530	537	532	518	534.5	553.33	540.33	587.33	596.67	587	424.67	486.33	481	579	571	481.33	610.33	497.5	591.33	565.33	526.67	507	489.33	555.33	672.67	580.67	525	506	476.33	1	1	0.66667	1	1	0.66667	0.66667	1	1	0.66667	1	1	1	1	1	0.66667	1	1	1	1	0.66667	1	0.75	1	0.66667	1	1	1	0.66667	1	1	1	0.66667	1	1	1	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12301	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	523	NaN	NaN	NaN	NaN	NaN	589	474	NaN	NaN	NaN	843	NaN	NaN	NaN	NaN	405	NaN	NaN	NaN	678	NaN	0	0	0	0	0	0	0	0	0	0.33333	0	0	0	0	0	0	0	0	0.33333	0	0	0	0	0	0.33333	0.33333	0	0	0	0.33333	0	0	0	0	0.33333	0	0	0	0.33333	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12305	605	613	592.5	614.33	632.33	602.5	613	565.67	642.67	634	571	704.5	723.67	601	716.5	619	699	512.5	551	617	NaN	NaN	NaN	NaN	836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	660	NaN	522	NaN	0.33333	0.66667	0.66667	1	1	0.66667	1	1	1	0.66667	0.66667	0.66667	1	0.33333	0.66667	1	0.66667	0.66667	1	1	0	0	0	0	0.33333	0	0	0	0	0	0	0	0	0	0	0	0.33333	0	0.33333	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12401	939	NaN	NaN	NaN	NaN	531	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	475	NaN	NaN	NaN	633	953	NaN	NaN	509	426	672	NaN	NaN	NaN	NaN	917	NaN	851	400	NaN	NaN	NaN	NaN	NaN	NaN	0.33333	0	0	0	0	0.33333	0	0	0	0	0	0	0	0	0	0.33333	0	0	0	0.33333	0.33333	0	0	0.33333	0.33333	0.33333	0	0	0	0	0.33333	0	0.33333	0.33333	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12402	482	554	439	540.33	484	506.33	468.5	526.67	494.67	482	577.67	598	469.33	607.67	523.33	593.33	545.67	529	533	551	624.33	603	542	481.33	558.5	541.67	532.33	520.67	503	474	550.33	581.67	545	540	630.67	589	578.33	554	593.67	560	0.66667	0.66667	0.66667	1	0.33333	1	0.66667	1	1	0.66667	1	0.66667	1	1	1	1	1	1	1	1	1	0.66667	1	1	0.66667	1	1	1	1	0.66667	1	1	1	0.66667	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12403	317	NaN	469	477.33	552.67	450.67	498.5	405	496.33	454	509	564.67	482.33	507.5	511	557	549.33	490.33	453.67	466	539.5	427.33	275.33	469	377.5	331	433.67	405.67	433.67	432	588.5	506.5	488	530	541.33	510.5	527	502	530	521.33	0.66667	0	0.66667	1	1	1	0.66667	0.66667	1	0.66667	0.66667	1	1	0.66667	1	0.66667	1	1	1	1	0.66667	1	0.75	1	0.66667	1	1	1	1	0.66667	0.66667	0.66667	0.66667	1	1	0.66667	0.66667	0.66667	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12405	380.33	448	411.5	393.33	397	422	499.67	412.67	420.33	480.5	482.33	575	407.67	412.5	525.67	496	451	445.67	401	441.67	420.67	451.67	500	363	487	414	507.5	417.33	379	346	461.67	387	431	519	377	432.67	426.67	488.5	425.33	434.67	1	1	0.66667	1	1	1	1	1	1	0.66667	1	0.66667	1	0.66667	1	0.66667	1	1	1	1	1	1	0.75	0.66667	0.66667	0.66667	0.66667	1	0.33333	0.33333	1	1	1	0.66667	0.33333	1	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12406	633.33	510	573	559.67	580.5	702.33	611.33	624	548.67	638	638	552.67	580.67	678	578	595	602.67	591	587.67	632.67	686.5	650	576	606.5	657.5	576	676.33	557.67	632.5	675.5	694.33	754.5	626	697	597.67	759	591.67	547	678	610	1	1	0.66667	1	0.66667	1	1	0.33333	1	0.33333	1	1	1	0.66667	0.66667	0.33333	1	1	1	1	0.66667	0.66667	0.75	0.66667	0.66667	0.66667	1	1	0.66667	0.66667	1	0.66667	0.66667	0.66667	1	0.33333	1	0.66667	0.66667	0.66667	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12407	562	515.67	472	523	486.5	506.5	597	595.67	519	538.5	554.5	622.5	579	575	625	780	595	538	588.33	550.67	520	499	582.67	594.33	476	530	698.67	598.33	556	526	682	568.67	490	597	700	525	533	547	548.67	576.67	0.66667	1	0.66667	1	0.66667	0.66667	0.66667	1	1	0.66667	0.66667	0.66667	1	0.66667	0.66667	0.33333	1	1	1	1	0.66667	1	0.75	1	0.66667	0.66667	1	1	1	0.66667	1	1	1	1	0.66667	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12408	321.33	483.5	487.5	394.33	486.33	460	436.67	442.33	531	391.5	588.67	576.33	484.67	420.67	575	510.33	576	504.33	484	614	529.67	464	487.33	383.67	342	516	500.33	459.67	537.5	507.5	562.33	480.67	476.33	552	583.67	489	417	515.33	431	503	1	0.66667	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	0.66667	1	0.66667	1	0.66667	0.66667	1	1	0.75	1	0.66667	0.33333	1	1	0.66667	0.66667	1	1	1	0.33333	1	1	0.66667	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12410	487.33	515.33	572	514	527.67	499	506.33	515	549.33	529.5	595	590.33	552.67	626.5	562.33	530.5	570.67	604.67	646	569.33	538.5	504.67	533	541	439	580.67	690.33	591	670.67	629.5	604	605.33	594	696.5	566	654	561.67	573	710.67	543.67	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	0.66667	1	0.66667	1	1	1	1	0.66667	1	0.5	0.33333	0.33333	1	1	1	1	0.66667	0.33333	1	1	0.66667	1	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12411	556.33	655.33	533	511.33	542	482	570	504	412	512.5	525.67	454	501.33	546.67	565	526.5	616	560.33	580	540.67	586.67	547.33	599	503.67	592	564	555.67	456.67	592.5	628.5	447.67	436.67	591	577	479	NaN	563.33	627	491	501	1	1	0.66667	1	1	0.66667	1	1	1	0.66667	1	0.66667	1	1	1	0.66667	0.66667	1	1	1	1	1	0.5	1	1	1	1	1	0.66667	0.66667	1	1	0.66667	1	0.66667	0	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12413	615.67	700.33	663	673.33	666.67	716	684	578.33	740.5	611.5	679.5	733	615	865	694	691	653.67	777	683.67	664.67	686	645	617	672.33	718	637	695.67	670	710.67	660.5	625.5	644	647.67	729	774.5	551	703.33	669.67	683.33	675	1	1	0.66667	1	1	0.66667	1	1	0.66667	0.66667	0.66667	1	0.66667	0.66667	0.33333	0.33333	1	1	1	1	0.66667	1	1	1	0.66667	1	1	1	1	0.66667	0.66667	1	1	0.33333	0.66667	0.33333	1	1	1	0.33333	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12415	719.33	729.33	NaN	696.67	693.33	711.5	712.5	662	698.67	765.5	514.67	525.5	551.67	720	536	648.67	572	535	552.33	515.67	735	727.5	678	705	657	689.33	810	809.33	697.33	747	786	551	592.33	698	610.33	603.5	594.33	681.5	819.5	516.67	1	1	0	1	1	0.66667	0.66667	1	1	0.66667	1	0.66667	1	1	1	1	1	1	1	1	1	0.66667	1	1	0.66667	1	0.33333	1	1	0.33333	0.33333	0.66667	1	1	1	0.66667	1	0.66667	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12417	512.67	469	410.5	402.67	445	440.67	550.67	386	420	380.5	529	535.33	545	496.33	546.33	538.67	543.67	495.67	579	533	487.33	433	412.75	454	352	414	421.33	469.67	378	504	563	414	537.67	557.33	533.67	531	476	579.67	424.67	479	1	1	0.66667	1	1	1	1	0.66667	0.66667	0.66667	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.33333	1	1	1	1	0.33333	1	0.33333	1	1	1	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12418	537.33	529	424	450	369	473	537.67	462.33	505.33	577	542.67	464.67	492	574	534	547.33	545.67	570.67	525.67	565.67	456.33	465.33	463	608	514	489	497	453.5	531.67	483.33	533	578.67	543.33	532.33	483.33	540.33	544.67	530.67	467.33	548.67	1	1	0.66667	1	1	0.66667	1	1	1	0.66667	1	1	1	1	1	1	1	1	1	1	1	1	1	0.66667	0.66667	1	0.66667	0.66667	1	1	0.66667	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12419	470.33	517	486.5	514.67	448.67	623	616	518.5	482	491	660	518	498	705	554.5	521	541.33	506.67	541	527.67	549.5	453.33	504.75	473	625.5	574.67	589	303	575.5	548	632	593.33	491	512	546	601	504	583	575.33	513.33	1	1	0.66667	1	1	0.66667	1	0.66667	1	0.66667	1	1	1	1	0.66667	0.66667	1	1	1	1	0.66667	1	1	1	0.66667	1	0.66667	0.33333	0.66667	0.66667	0.33333	1	1	0.33333	0.66667	0.66667	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12420	441.33	423	452.5	426	441.33	424.67	446.33	485	493	458.5	436	451.67	442.67	494.67	500.67	480.33	422	495.33	500.67	441	455	431.67	423	434	424	394.33	549.5	467	475	450	429	480	448	440.33	445	474.67	433	480.33	516	484.33	1	1	0.66667	1	1	1	1	1	0.66667	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	1	0.5	1	0.66667	1	0.66667	1	0.66667	1	1	0.33333	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12422	576	594.67	599.5	539.67	533	549.67	666.67	633	652.33	758	625	551	488	560.67	567.5	661	533.67	628.67	571	560.67	631.67	607	577.5	572.67	541	610.5	540	502.5	645.5	664	612.33	666.5	626.33	633	622	533	564.67	603.67	632.5	590.67	0.66667	1	0.66667	1	1	1	1	1	1	0.33333	0.33333	1	0.66667	1	0.66667	1	1	1	1	1	1	1	1	1	0.66667	0.66667	0.66667	0.66667	0.66667	1	1	0.66667	1	1	0.66667	0.33333	1	1	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12423	623.67	569	647	540	490.33	512.67	586.33	524	450	694	552.33	663.67	542.67	579.33	545	636.67	617.67	535.67	490	648	654	596	685.75	686	NaN	730	730.33	473	470	559.5	767.33	589	664.33	559.5	620	535	683.67	663.33	671.67	527	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	0.66667	1	1	1	0.66667	1	1	1	1	1	0	1	1	1	0.66667	0.66667	1	1	1	0.66667	1	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12424	554	567	683	552	547.67	666	494	667.67	502	665	618.33	623.67	507.33	596	617.67	638.5	643	652	608.33	599.67	541	652	530.75	683.33	590	579.67	697	549.67	617	684.67	554.67	569	603	573	705	621.5	599.33	720	558.33	507.67	1	1	0.33333	1	1	1	0.66667	1	0.66667	0.66667	1	1	1	0.66667	1	0.66667	1	0.66667	1	1	0.66667	1	1	1	0.66667	1	0.66667	1	0.66667	1	1	1	1	0.66667	1	0.66667	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12425	619.33	626.5	683	689.5	765	545	662.33	663.5	721	788	653.33	569	658	679.5	912	797	662.67	698	690	711.67	642	739.33	716.5	633.33	715.5	669.67	828.5	680	812.33	678.33	NaN	619.67	587	858	791	721	574.67	657	791	697	1	0.66667	0.66667	0.66667	0.66667	0.66667	1	0.66667	0.33333	0.33333	1	0.66667	1	0.66667	0.33333	0.33333	1	0.66667	0.66667	1	1	1	1	1	0.66667	1	0.66667	0.33333	1	1	0	1	1	0.66667	0.66667	1	1	0.66667	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12428	NaN	NaN	NaN	454	NaN	NaN	314	NaN	NaN	482	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	821	NaN	NaN	NaN	350	NaN	NaN	NaN	NaN	458	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0.33333	0	0	0.33333	0	0	0.33333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33333	0	0	0	0.33333	0	0	0	0	0.33333	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12431	670.67	618.33	639.5	620.67	587.67	670.33	638.67	739	682.33	507	704.67	638.33	641.33	601.67	586.5	681	608.5	626.33	607.33	643	650.33	656.33	735.67	703.33	654.5	571	697.5	791.67	786.33	656	695	697.33	685	709.67	663	666	708.5	607	610	715	1	1	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	0.66667	0.66667	0.66667	1	1	1	1	1	0.75	1	0.66667	0.33333	0.66667	1	1	0.33333	1	1	1	1	1	1	0.66667	0.33333	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12433	457.33	384	514	401.67	420.67	404	437.67	525.33	436.33	402.5	495.33	533.67	453.33	489	511.5	511.33	490	446.33	499	470.33	459.33	421.67	470.5	424	468	445.67	457.33	436.33	454.67	450	610	471.67	470.33	503.33	514	525	554	513.67	468.67	459.33	1	0.66667	0.66667	1	1	1	1	1	1	0.66667	1	1	1	1	0.66667	1	1	1	1	1	1	1	1	1	0.66667	1	1	1	1	1	0.66667	1	1	1	0.66667	0.66667	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12435	469	514.5	587	524	557.33	692	609	613.67	575.67	641	643.33	673.67	570	688	504	562	664	656.67	550	541	537.5	487	667.33	670.5	445.5	593	645	568.67	694	715.5	613	692	665.33	647.5	641	633.5	596.5	680	658	691.67	1	0.66667	0.66667	1	1	1	1	1	1	0.66667	1	1	0.66667	0.33333	0.66667	0.66667	1	1	0.66667	0.66667	0.66667	1	0.75	0.66667	0.66667	0.33333	0.33333	1	1	0.66667	0.33333	0.66667	1	0.66667	0.66667	0.66667	0.66667	1	0.66667	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12436	560.33	469	437.5	352.67	370	494	495	353	320.33	386	451.33	444.67	343	570.5	468.67	542	545.5	440.33	441.5	399.5	449.5	416	405.33	362.67	396.5	460.67	409	373.67	341.33	416	510.5	501	404	498.33	550	452	500.5	479.67	391.33	474	1	1	0.66667	1	1	1	1	1	1	0.33333	1	1	0.66667	0.66667	1	1	0.66667	1	0.66667	0.66667	0.66667	0.66667	0.75	1	0.66667	1	1	1	1	0.66667	0.66667	0.33333	1	1	0.66667	0.66667	0.66667	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12437	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	549	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	850	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0.33333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33333	0	0	0	0	0	0	0	0	0.33333	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12441	420.67	375.67	331	292.5	349.67	347	418	344.67	332.33	363	379.67	354.33	368	374.67	421	415	448	341.33	321.33	369	347.5	330.67	365.33	427	415.5	395	387.5	350.33	438	388.33	446	373.33	394.67	454	379	341.67	383.5	370.33	380.33	465	1	1	0.66667	0.66667	1	1	0.66667	1	1	0.66667	1	1	1	1	1	0.66667	1	1	1	1	0.66667	1	0.75	0.66667	0.66667	1	0.66667	1	0.66667	1	0.66667	1	1	1	0.66667	1	0.66667	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
12443	598	563	687.5	593	584	535	528	625	513	612.5	506	606.67	582	624	619	551	547.33	505.67	557.33	601.67	646	586.67	611.25	623.67	601.5	522.67	569.5	480.33	536	558.67	656.5	635	577	659	600.67	576.67	578.67	551.67	545	580.67	1	1	0.66667	1	0.66667	0.66667	0.33333	1	1	0.66667	1	1	1	0.66667	1	0.66667	1	1	1	1	1	1	1	1	0.66667	1	0.66667	1	1	1	0.66667	1	1	0.66667	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
